stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
politics,But who is the real lunatic? The man who seeks to avoid land war with Russia or the man who calls for invading the whole Middle East in order to establish an empire?,But who is the real lunatic? The man who seeks to avoid land war with Russia or the man who calls for invading the whole Middle East in order to establish an empire?,unrelated,gab_forum,unrelated,negative,negative
other,"Jeeze, you’d think Trump would have lit a bundle of black babies alive the way the Left is shitting itself.   Regardless of damage control today, he did something good.","Jeeze, you’d think Trump would have lit a bundle of black babies alive the way the Left is shitting itself.   Regardless of damage control today, he did something good.",unrelated,gab_forum,unrelated,negative,positive
other,   AlphaFaith  STAND UP PEOPLE - LET YOUR VOICES BE HEARD!!!!,   AlphaFaith  STAND UP PEOPLE - LET YOUR VOICES BE HEARD!!!!,unrelated,gab_forum,unrelated,positive,neutral
other,Soros-Backed Progressive Activist Group Takes Credit for Flake Confrontation ,Soros-Backed Progressive Activist Group Takes Credit for Flake Confrontation ,unrelated,gab_forum,unrelated,neutral,negative
other,@FaithGoldy the great exodus continues !,@FaithGoldy the great exodus continues !,unrelated,gab_forum,unrelated,negative,positive
other,"And they are Stupid ! (not just ignorant).  You can teach someone facts, but You can't fix stupid","And they are Stupid ! (not just ignorant).  You can teach someone facts, but You can't fix stupid",unrelated,gab_forum,unrelated,negative,negative
other,Look who wants to fight 4 justice🙄 Because raising a violent thug is no big deal....conservatives run for office!!!! Stop 🛑 the SJW progressive cult from ruining communities,Look who wants to fight 4 justice🙄 Because raising a violent thug is no big deal....conservatives run for office!!!! Stop 🛑 the SJW progressive cult from ruining communities,unrelated,gab_forum,unrelated,negative,negative
other,Paul Ryan's new amnesty bill revealed ,Paul Ryan's new amnesty bill revealed ,unrelated,gab_forum,unrelated,neutral,negative
politics,The Twilight Zone : What changed Chucky?  The out and out hypocrisy and lies from the Democratic party and it's leadership is astounding - how the hell any American could vote for these self serving globalists is beyond understanding!  ,The Twilight Zone : What changed Chucky?  The out and out hypocrisy and lies from the Democratic party and it's leadership is astounding - how the hell any American could vote for these self serving globalists is beyond understanding!  ,neutral,gab_forum,neutral_politics,negative,negative
other,No not they are inter-dimensional space time travelers.,No not they are inter-dimensional space time travelers.,unrelated,gab_forum,unrelated,neutral,neutral
other,Wonder how all of these criminals will handle NOT having all that information now?  LOL LOL ,Wonder how all of these criminals will handle NOT having all that information now?  LOL LOL ,unrelated,gab_forum,unrelated,negative,negative
other,"The Hogg Effect: Soaring gun sales!  We're sure the little pencil-necked nerd won't care, since his real goal is simply to extend his 15 minutes of fame into money-making celeb status.","The Hogg Effect: Soaring gun sales!  We're sure the little pencil-necked nerd won't care, since his real goal is simply to extend his 15 minutes of fame into money-making celeb status.",unrelated,gab_forum,unrelated,negative,negative
other,Joe Biden calls Trump supporters “the dregs of society”:     MAGA TRUMP2020 Joe Biden Election 2020,Joe Biden calls Trump supporters “the dregs of society”:     MAGA TRUMP2020 Joe Biden Election 2020,unrelated,gab_forum,unrelated,neutral,negative
religion,"Reminder: in a significant number of muslim-ran takeouts in the UK, children were and are still raped upstairs on a daily basis. Police know, teachers know, doctors know, pharmacists know. This is why UK is facing it's own Tiananmen Square moment and banning journos for life. #Britanistan","Reminder: in a significant number of muslim-ran takeouts in the UK, children were and are still raped upstairs on a daily basis. Police know, teachers know, doctors know, pharmacists know. This is why UK is facing it's own Tiananmen Square moment and banning journos for life. #Britanistan",stereotype,gab_forum,stereotype_religion,negative,negative
other,"Well #GabFam, I'm sure you're all going to go see it anyway since it's a #Marvel movie, but here's what made me cranky about #AntMan and #TheWasp: ","Well #GabFam, I'm sure you're all going to go see it anyway since it's a #Marvel movie, but here's what made me cranky about #AntMan and #TheWasp: ",unrelated,gab_forum,unrelated,negative,negative
other,Where did Jesus teach that?,Where did Jesus teach that?,unrelated,gab_forum,unrelated,neutral,positive
other,"September already huh? Fall is my favorite time of year. Only one drawback...Before you know it the snow will be flying.  But then, there is this...Hockey starts in a couple weeks 😉","September already huh? Fall is my favorite time of year. Only one drawback...Before you know it the snow will be flying.  But then, there is this...Hockey starts in a couple weeks 😉",unrelated,gab_forum,unrelated,positive,neutral
race_ethnicity,Your pics aren’t triggering enough. How about I send pics of dead whites killed by shitskins. That’ll teach me.  You need to escalate.,Your pics aren’t triggering enough. How about I send pics of dead whites killed by shitskins. That’ll teach me.  You need to escalate.,stereotype,gab_forum,stereotype_race_ethnicity,negative,negative
other,Food Fraud For Schmucks - Farmers caught selling conventional crops as organic -- Sott.net ,Food Fraud For Schmucks - Farmers caught selling conventional crops as organic -- Sott.net ,unrelated,gab_forum,unrelated,negative,negative
other,"I've bought three timeshares there already. When it does show up, I'm banking it...","I've bought three timeshares there already. When it does show up, I'm banking it...",unrelated,gab_forum,unrelated,neutral,neutral
politics,"'...This is the worst crime in US history.  EASILY.16. It's an abomination, a travesty, a shredding of the rule of law & the Constitution. It's worse than any of us ever imagined possible. IMO every one of the direct conspirators MUST be jailed. Including Obama & Clinton.  Every. Single. One.17. Aft","'...This is the worst crime in US history.  EASILY.16. It's an abomination, a travesty, a shredding of the rule of law & the Constitution. It's worse than any of us ever imagined possible. IMO every one of the direct conspirators MUST be jailed. Including Obama & Clinton.  Every. Single. One.17. Aft",stereotype,gab_forum,stereotype_politics,negative,negative
other,"Sure, eat grass-fed beef and drink whole milk. You don't need rice or greens for much. Toast nuts before eating them to make them extra flavorful.","Sure, eat grass-fed beef and drink whole milk. You don't need rice or greens for much. Toast nuts before eating them to make them extra flavorful.",unrelated,gab_forum,unrelated,neutral,neutral
other,"Thread by @ThomasWictor: ""(1) Dan Harmon! NEVER HEARD OF HIM. (2) ""Rick and Morty."" Just watched it for the first time. As funny as CANCER. ( ""Adult Swim"" and Sarah Silverman and all of that is? ""Meta-humor."" Jokes about jokes. (4) In other words, SH […]"" ","Thread by @ThomasWictor: ""(1) Dan Harmon! NEVER HEARD OF HIM. (2) ""Rick and Morty."" Just watched it for the first time. As funny as CANCER. ( ""Adult Swim"" and Sarah Silverman and all of that is? ""Meta-humor."" Jokes about jokes. (4) In other words, SH […]"" ",unrelated,gab_forum,unrelated,neutral,neutral
other,"Forget El Salvador, the real #shithole? Twitter!    As a whole, Twitter doesn't care about your opinion if you dare to hold different views and is #shadowbanning users they see as 'shitty' - like conservative voices. WE are the only thing keeping their platform alive -  #BoycottTwitter! @allidoisowe","Forget El Salvador, the real #shithole? Twitter!    As a whole, Twitter doesn't care about your opinion if you dare to hold different views and is #shadowbanning users they see as 'shitty' - like conservative voices. WE are the only thing keeping their platform alive -  #BoycottTwitter! @allidoisowe",unrelated,gab_forum,unrelated,negative,negative
other,"Michael Caputo Discusses His Three-Hour Questioning by Corrupt Legal ""Small Group"" Clinton Representatives...  via @thelastrefuge2","Michael Caputo Discusses His Three-Hour Questioning by Corrupt Legal ""Small Group"" Clinton Representatives...  via @thelastrefuge2",unrelated,gab_forum,unrelated,neutral,negative
other,"Failed shill, nothing to say....pathetic!  Your very bad at this!","Failed shill, nothing to say....pathetic!  Your very bad at this!",unrelated,gab_forum,unrelated,negative,negative
